lexeme_russian	number_syllables	onset	coda
O-O-V-R-V-V-N-V-O-R-V-O-V-O-O-V-J	7	O-O	J
O-O-V-R-V-V-N-V-O-R-V-J-V	6	O-O	V
O-O-V-R-V-V-O-O-V-O	4	O-O	O
O-O-V-R-V-V-O-O-V-O-V-O-V-O-O-V-J	7	O-O	J
O-O-V-R-V-V-O-O-V-O-V-O-N-V-O-O	6	O-O	O-O
O-O-V-R-V-V-O-O-V-O-V-O-N-V-J	6	O-O	J
O-O-V-R-V-V-O-O-V-O-V-J-V	6	O-O	V
O-O-V-R-V-V-O-J-V-N-O-V	5	O-O	V
O-O-V-R-V-V-O-V-O	4	O-O	O
O-O-V-R-V-V-O-V-O-V-R	5	O-O	R
O-O-V-R-V-V-O-V-O-V-R-V-O-V-N-V-J-V	9	O-O	V
O-O-V-R-V-V-O-V-O-V-R-V-O-V-O	7	O-O	O
O-O-V-R-V-V-O-V-O-V-O-V-O-O-V-J	7	O-O	J
O-O-V-R-V-V-O-V-O-V-J-V	6	O-O	V
O-O-V-R-V-V-O-V-O-N-V-O-O	5	O-O	O-O
O-O-V-R-V-V-O-V-O-N-V-J	5	O-O	J
O-O-V-R-V-V-O-V-O-O-V-O	5	O-O	O
O-O-V-R-V-V-O-R-V-O-V	5	O-O	V
O-O-V-R-V-V-O-V-L-N	4	O-O	L-N
O-O-V-R-V-V-O-V-N-V-O-V-O-O-V-J	7	O-O	J
O-O-V-R-V-V-O-V-N-V-O-N-V-O-O	6	O-O	O-O
O-O-V-R-V-V-O-V-N-V-O-N-V-J	6	O-O	J
O-O-V-R-V-V-O-V-N-V-J-V	6	O-O	V
O-O-V-R-V-V-O-V-O-V-O-R-V-O-V-J-V	8	O-O	V
O-O-V-R-V-V-O-V-N-V-J-V	6	O-O	V
O-O-V-R-V-V-O-R-V-N-V-J-V	6	O-O	V
O-O-V-R-V-V-V-O-R-V-N	5	O-O	N
O-O-V-R-V-V-V-O-O-V-O-O	5	O-O	O-O
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-O-O-V	3	O-O	V
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-O-O-V	3	O-O	V
O-O-V-R-O-V-N-V-O	3	O-O	O
O-O-V-R-O-V-N-O-V-O	3	O-O	O
O-O-V-R-O-V-N-O-V-O-V	4	O-O	V
O-O-V-R-O-V-N	2	O-O	N
O-O-V-R-O-V-N	2	O-O	N
O-O-V-R-O-N-V-O-V-J	3	O-O	J
O-O-V-R-V-L-V-O-V-O-V-R	5	O-O	R
O-O-V-R-V-L-V-O-V-O-V-R	5	O-O	R
O-O-V-R-V-L-V-O-V-O-V-J-V	6	O-O	V
O-O-V-R-V-L-V-O-V-O-V-O	5	O-O	O
O-O-V-R-V-L-N-V-O-O	3	O-O	O-O
O-O-V-R-V-L-N-V-J	3	O-O	J
O-O-V-R-L-V-N-O	2	O-O	N-O
O-O-V-R-L-V-N-O-V-O-V-J	4	O-O	J
O-O-V-R-L-V-O-V-N-V-O	4	O-O	O
O-O-V-R-L-V-O-O-V	3	O-O	V
O-O-V-R-L-V-O	2	O-O	O
O-O-V-R-L-V-O-V-N-V	4	O-O	V
O-O-V-R-N-V-O-V-J	3	O-O	J
O-O-V-R-N	1	O-O	R-N
O-O-V-R-N-V	2	O-O	V
O-O-V-R-O-V-O	2	O-O	O
O-O-V-R-O-V-O-O-V	3	O-O	V
O-O-V-R-O-V-J	2	O-O	J
O-O-V-R-O	1	O-O	R-O
O-O-V-O-V-O	2	O-O	O
O-O-V-O-O-V	2	O-O	V
O-O-V-O-N-V-N-V-J-V	4	O-O	V
O-O-V-O-N-V-N-N-V-O-O	3	O-O	O-O
O-O-V-O-N-V-N-N-V-J	3	O-O	J
O-O-V-O-N-V-O-V-L-N-V-O-O	4	O-O	O-O
O-O-V-O-N-V-O-V-L-N-V-J	4	O-O	J
O-O-V-O-N-V-O	2	O-O	O
O-O-V-O-N-V-O-O-V	3	O-O	V
O-O-V-O-N-V-O	2	O-O	O
O-O-V-O-N-V-O-O-V	3	O-O	V
O-O-V-O-N-V-O-O-V	3	O-O	V
O-O-V-O-V-O-O-V-O	3	O-O	O
O-O-V-O-V-O-V-O	3	O-O	O
O-O-V-O-V-O-R-V-O-V-O-V-O-O-V-J	6	O-O	J
O-O-V-O-V-O-R-V-O-V-J-V	5	O-O	V
O-O-V-O-V-O-O-V-O	3	O-O	O
O-O-V-O-V-O-O-V-O-V-O-V-O-O-V-J	6	O-O	J
O-O-V-O-V-O-O-V-O-V-J-V	5	O-O	V
O-O-V-O-V-N	2	O-O	N
O-O-V-O-V-N-V	3	O-O	V
O-O-V-O-V-V-N-V-O-R-V-J-V	6	O-O	V
O-O-V-O-V-N-V-J-V	4	O-O	V
O-O-V-O	1	O-O	O
O-O-V-O-O-V	2	O-O	V
O-O-V-O-N-V-O	2	O-O	O
O-O-V-O-R-V-O	2	O-O	O
O-O-V-O	1	O-O	O
O-O-V-O-V-N	2	O-O	N
O-O-V-O-V-O-V-R	3	O-O	R
O-O-V-O-V-O-V-R-O-O-V-J	4	O-O	J
O-O-V-O-N-V	2	O-O	V
O-O-V-O-N-V-O	2	O-O	O
O-O-V-O-N-V-O-V-O-V-O-V-J-V	6	O-O	V
O-O-V-O-N-V-O-V-O-V-R-V-O-V-O	6	O-O	O
O-O-V-O-N-V-O-V-O-N	3	O-O	O-N
O-O-V-O-N-V-O-V-O	3	O-O	O
O-O-V-O-N-V-O-V-O-V-O-O-V-J	5	O-O	J
O-O-V-L-V-O-V-J	3	O-O	J
O-O-V-L-V-O	2	O-O	O
O-O-V-L-V-O-V-O-V-R	4	O-O	R
O-O-V-L-V-O-V-O-V-R-O-O-V-J	5	O-O	J
O-O-V-L-V-O-V-O-V-J-V	5	O-O	V
O-O-V-L-V-O-V-O-V-N-N-V-O-O	5	O-O	O-O
O-O-V-L-V-O-V-O-V-N-N-V-J	5	O-O	J
O-O-V-L-V-O-V-O-V-O	4	O-O	O
O-O-V-L-V-O-O	2	O-O	O-O
O-O-V-L-V-O-O-V-O-V	4	O-O	V
O-O-V-L-V-O-O-V-O-V-O-O-V-J	5	O-O	J
O-O-V-L-V-O-O-O-V	3	O-O	V
O-O-V-L-O-V	2	O-O	V
O-O-V-L-V	2	O-O	V
O-O-V-L-V-O-V-O	3	O-O	O
O-O-V-L-V-O-R-V-O-N-V-J	4	O-O	J
O-O-V-L-V-O	2	O-O	O
O-O-V-L	1	O-O	L
O-O-V-L-O	1	O-O	L-O
O-O-V-L-N-V-O-O	2	O-O	O-O
O-O-V-L-N-V-J	2	O-O	J
O-O-V-L-O-V-O	2	O-O	O
O-O-V-L-V-O-V	3	O-O	V
O-O-V-L-V-O-V-J	3	O-O	J
O-O-V-N-V-R	2	O-O	R
O-O-V-N-V-L	2	O-O	L
O-O-V-N-V-L-V-R-V-O-V-N-V-J-V	7	O-O	V
O-O-V-N-V-L-V-R-V-O-V-O	5	O-O	O
O-O-V-N-V-L-V-O-V-R	4	O-O	R
O-O-V-O-V-N-O-V-V-L-N-V-J	5	O-O	J
O-O-V-O-V-N-O-V-V-O	4	O-O	O
O-O-V-O-V-N-O-V-V-O-O-V	5	O-O	V
O-O-V-O-V-N-O-V-J-V	4	O-O	V
O-O-V-O-L-V-R	2	O-O	R
O-O-V-O-L-O-V-O	2	O-O	O
O-O-V-O-O-V-O-V-N	3	O-O	N
O-O-V-R-V-O-O	2	O-O	O-O
O-O-V-R-V-O-O-V-O-V-J	4	O-O	J
O-O-V-R-V-L-N-V-J	3	O-O	J
O-O-V-R-V-N-V-J-V	4	O-O	V
O-O-V-R-V-N-V-J	3	O-O	J
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-O-O-V	3	O-O	V
O-O-V-R-V-O-O-V	3	O-O	V
O-O-V-R-O-V	2	O-O	V
O-O-V-R-V-L	2	O-O	L
O-O-V-R-V-L-V-O-V-J	4	O-O	J
O-O-V-R-V-L	2	O-O	L
O-O-V-R-V-O-N-V-J	3	O-O	J
O-O-V-O-O-V-O-V-O	3	O-O	O
O-O-V-O-O-V-O-V-O-O-V	4	O-O	V
O-O-V-O-N-V-O	2	O-O	O
O-O-V-O-N-V-O-O-V	3	O-O	V
O-O-V-O	1	O-O	O
O-O-V-O	1	O-O	O
O-O-V-O-V-N-V-J-V	4	O-O	V
O-O-V-O-V-R	2	O-O	R
O-O-V-O-V-O	2	O-O	O
O-O-V-O-V	2	O-O	V
O-O-V-O-V-J-N-V-O-O	3	O-O	O-O
O-O-V-O-V-J-N-V-J	3	O-O	J
O-O-V-O-V-R-V	3	O-O	V
O-O-V-O-V-R-V-R	3	O-O	R
O-O-V-O-V-J-V	3	O-O	V
O-O-V-O-N-V-O	2	O-O	O
O-O-V-O-V-O-V-O-V-N-V-J-V	6	O-O	V
O-O-V-O-V-O-V-O-O-V-O-O-V-J	5	O-O	J
O-O-V-O-V-O-N-V	3	O-O	V
O-O-V-O-V-O-V-J	3	O-O	J
O-O-V-O-V-O-R-V-O-V-O-V-L	5	O-O	L
O-O-V-O-V-O-R-V-O-V-O-V-L-O-O-O-V	6	O-O	V
O-O-V-O-V-L-V-O-V-O-V-O-O-V-J	6	O-O	J
O-O-V-O-V-L-V-O-V-J-V	5	O-O	V
O-O-V-O-V-N-V-N-V-J-V	5	O-O	V
O-O-V-O-V-O-L-V-O	3	O-O	O
O-O-V-O-V-O-L-V-O-O-O-O-V	4	O-O	V
O-O-V-O-V-O-L-V-O-V-O-V-L	5	O-O	L
O-O-V-O-V-O-L-V-O-V-N-V-J-V	6	O-O	V
O-O-V-O-V-O-O-V-R-V-N-V-J-V	6	O-O	V
O-O-V-O-V-O-O-V-R-V-N-V-O-V	6	O-O	V
O-O-V-O-V-O-O-V-R-V-O	4	O-O	O
O-O-V-O-V-O-O-V-R-N-V-J	4	O-O	J
O-O-V-O-V-O-O-V-R-O-O-O-V	4	O-O	V
O-O-V-O-V-O-O-V-R-O-V-O-O-V-J	5	O-O	J
O-O-V-O-V-O	2	O-O	O
O-O-L-V-N-V-O	2	O-O-L	O
O-O-L-V-N-V-O	2	O-O-L	O
O-O-L-V-N-O-V-O-V-J	3	O-O-L	J
O-O-L-V-N	1	O-O-L	N
O-O-L-V-N-V	2	O-O-L	V
O-O-L-V-O	1	O-O-L	O
O-O-L-V-O-O-V	2	O-O-L	V
O-O-L-V-O-V	2	O-O-L	V
O-O-V	1	O-O	V
O-O-V-O-V-O-O-N-V-J	3	O-O	J
O-O-V-O-V-R-O-O-N-V-J	3	O-O	J
O-O-V-O	1	O-O	O
O-O-V-O-L-V-O-V-J	3	O-O	J
O-O-V-O-N-V	2	O-O	V
O-O-V-O-V-O-V-L-O-V-O	4	O-O	O
O-O-V-O-V-O-V-N-V-J-V	5	O-O	V
O-O-V-O-V-O-V-O	3	O-O	O
O-O-V-O-V-O-V-O-V	4	O-O	V
O-O-V-O-V-O-V-J	3	O-O	J
O-O-V-O-V-O-V-O-N-V-O-V-L	5	O-O	L
O-O-V-O-V-L-V-O-V-J	4	O-O	J
O-O-V-O-V-N-V-O-V-N-V-J-V	6	O-O	V
O-O-V-O-V-N-V-O-V-O-V-L	5	O-O	L
O-O-V-O-R-V-O-V-O-N-V-J	4	O-O	J
O-O-V-O-R-V-N-N-V-O-V-J	4	O-O	J
O-O-V-O-N-V-O-N-V-J	3	O-O	J
O-O-V-O-V-L	2	O-O	L
O-O-V-O-V-L-V	3	O-O	V
O-O-V-J-V-R-V-O-V-O-V-J	5	O-O	J
O-O-V-J-V-O-O-V	3	O-O	V
O-O-V-J-V-O-N-V-J	3	O-O	J
O-O-V-O-V-R	2	O-O	R
O-O-V-O-V-O	2	O-O	O
O-O-V-O-V-O-V	3	O-O	V
O-O-V-O-V-O	2	O-O	O
O-O-V-V-O	2	O-O	O
O-O-V-V-N-V-O-O-N-V-J	4	O-O	J
O-O-V-V-N-V-O-O	3	O-O	O-O
O-O-V-V-O	2	O-O	O
O-O-V-V-O-V-O-N	3	O-O	O-N
O-O-V-V-O-V-O-O-V-J	4	O-O	J
O-O-V-J-O-V-O-V	3	O-O	V
O-O-V-J-O-V-O-N-V-J	3	O-O	J
O-O-V-J-O-V	2	O-O	V
O-O-V-J-O-V-J	2	O-O	J
O-O-V-J-O-V-N	2	O-O	N
O-O-V-J-O-V-O-O	2	O-O	O-O
O-O-V-J-L-V-O-V	3	O-O	V
O-O-V-J-L-V-O-V	3	O-O	V
O-O-V-J-L-V	2	O-O	V
O-O-V-J-L-V-O-V-J	3	O-O	J
O-O-V-J-N-V	2	O-O	V
O-O-V-O	1	O-O	O
O-O-V-O-O-V-L-N	2	O-O	L-N
O-O-V-O-V-R	2	O-O	R
O-O-V-O-V-R-N-V-J	3	O-O	J
O-O-V-O-V-L-V-N-V-O-R-V-O-V-J	6	O-O	J
O-O-V-O-L-V-O-V-O-N-V-J	4	O-O	J
O-O-V-O-V-O-V-J	3	O-O	J
O-O-V-O-R-V-O	2	O-O	O
O-O-V-O-R-V-O-N-V-J	3	O-O	J
O-O-V-L	1	O-O	L
O-O-V-L	1	O-O	L
O-O-V-L-O	1	O-O	L-O
O-O-V-L-O-V-N-V-O	3	O-O	O
O-O-V-L-O-V-O	2	O-O	O
O-O-V-L-O-V-O	2	O-O	O
O-O-V-L-O-V-O-V-O-V-J	4	O-O	J
O-O-V-L-O-V-O	2	O-O	O
O-O-V-L-O-N-V-O	2	O-O	O
O-O-V-L-O-N-V-O-V-O-V-J	4	O-O	J
O-O-V-L-O-N-V-O-N-V-J	3	O-O	J
O-O-V-L-O-V-O-V-J	3	O-O	J
O-O-V-L-O-O-V	2	O-O	V
O-O-V-L-O-O-V-O-V-J	3	O-O	J
O-O-V-L-V-O-V-J-V	4	O-O	V
O-O-V-L-V-O-N-V-J	3	O-O	J
O-O-V-L-V-O-N-V-O	3	O-O	O
O-O-V-L-V-O-O-V	3	O-O	V
O-O-V-L-V-O-O-V	3	O-O	V
O-O-V-L-V-O-N-V-O	3	O-O	O
O-O-V-L-V-O-N-V-O-V	4	O-O	V
O-O-V-L-V-O	2	O-O	O
O-O-V-L-V-O-V-J	3	O-O	J
O-O-V-L-V-O-O-N-V-O	3	O-O	O
O-O-V-L-V-O-R-V-O-V-J	4	O-O	J
O-O-V-L-V-O-V	3	O-O	V
O-O-V-L-V-O-N-V-J	3	O-O	J
O-O-V-L-V-O-V	3	O-O	V
O-O-V-L-O-N-V-O-V-N-V-J-V	5	O-O	V
O-O-V-L-O-N-V-O	2	O-O	O
O-O-V-L-O-N-V-O-O-V	3	O-O	V
O-O-V-L-O-V-O-V-O-O-V	4	O-O	V
O-O-V-L-O-V-O-V-O-V-O-O-V	5	O-O	V
O-O-V-L-V-O-V-N-V	4	O-O	V
O-O-V-L-V-O-V-O-O-V	4	O-O	V
O-O-V-L-V-O-V-J-V	4	O-O	V
O-O-V-L-V-O-V-R-O-V-N-V-J-V	6	O-O	V
O-O-V-L-V-O-O-V	3	O-O	V
O-O-V-L-V-O-N-V-O	3	O-O	O
O-O-V-L-V-O-R-V-O-V-N-V-J-V	6	O-O	V
O-O-V-L-V-O-V-J	3	O-O	J
O-O-V-L-V-N	2	O-O	N
O-O-V-L-V-N-V-O-V-L-N-V-O	5	O-O	O
O-O-V-L-V-V-O-R-V-O-N-V-J	5	O-O	J
O-O-V-L-V-O-O-V	3	O-O	V
O-O-V-L-O	1	O-O	L-O
O-O-V-L-O	1	O-O	L-O
O-O-V-L-O-V-O	2	O-O	O
O-O-V-L-O-V-O-O-V	3	O-O	V
O-O-V-L-O-N-V-O	2	O-O	O
O-O-V-L-O-N-V-O-V-O-O-O-V	4	O-O	V
O-O-V-L-O-V-O-V-J	3	O-O	J
O-O-V-L-O-V-V-O-R-V-O-N-V-J	5	O-O	J
O-O-V-L-O-V-O-O-V-R-V-N-V-J-V	6	O-O	V
O-O-V-L-V-O-V-N-O-V-N-V	5	O-O	V
O-O-V-L	1	O-O	L
O-O-V-L-O-V	2	O-O	V
O-O-V-L-O-V	2	O-O	V
O-O-V-L-N-V-O	2	O-O	O
O-O-V-L-N-V-O-V-O	3	O-O	O
O-O-V-L-N-V-O-V-J	3	O-O	J
O-O-V-L-N-V-J	2	O-O	J
O-O-V-L-V-R	2	O-O	R
O-O-V-L-V-R	2	O-O	R
O-O-V-L-V-R-V-O	3	O-O	O
O-O-V-L-V-R-O-V	3	O-O	V
O-O-V-L-V-R-N-V-J-V	4	O-O	V
O-O-V-L-V-R-N-V-O-V-O	4	O-O	O
O-O-V-L-V-R-N-V-O-V-O-O-O-V	5	O-O	V
O-O-V-L-V-R-N-V-J	3	O-O	J
O-O-V-L-V-R-N-V	3	O-O	V
O-O-V-N-V-O-V-O	3	O-O	O
O-O-V-N-V-O-V-L-V-O	4	O-O	O
O-O-V-N-V-O-V-L-V-O-V-O-V-O-O-V-J	7	O-O	J
O-O-V-N-V-O-V-L-V-O-V-J-V	6	O-O	V
O-O-V-N-V-O-V-O-O-V-O	4	O-O	O
O-O-V-N-V-O-V-O-O-V-O-V-O-V-O-O-V-J	7	O-O	J
O-O-V-N-V-O-R-V-O-O-V	4	O-O	V
O-O-V-N-V-O-R-V-O-V-J	4	O-O	J
O-O-V-N-V-L-L-V-V-N-N-V-J	5	O-O	J
O-O-V-N	1	O-O	N
O-O-V-N-V-O-O-V	3	O-O	V
O-O-V-O	1	O-O	O
O-O-V-O	1	O-O	O
O-O-V-O-V	2	O-O	V
O-O-V-O-V	2	O-O	V
O-O-V-O-V-N	2	O-O	N
O-O-V-O-V-N-O	2	O-O	N-O
O-O-V-O-V-O	2	O-O	O
O-O-V-O-V-O-O-V	3	O-O	V
O-O-V-O-O-V	2	O-O	V
O-O-V-O-O-R-V-N	2	O-O	N
O-O-V-O-N-V-J	2	O-O	J
O-O-V-O-V-O-V-O-N-V-J	4	O-O	J
O-O-V-O-V-O-V-J	3	O-O	J
O-O-V-O-V-O-O-V-O	3	O-O	O
O-O-V-O-V-V-O-R-V-O-N-V-J	5	O-O	J
O-O-V-O-V-R	2	O-O	R
O-O-V-O-V-R-V-O-O-V	4	O-O	V
O-O-V-O-V-R-V-O-O-V-O	4	O-O	O
O-O-V-O-V-R-V-O	3	O-O	O
O-O-V-O-V-R-V-O-O-V	4	O-O	V
O-O-V-O-V-R-N-V-J	3	O-O	J
O-O-V-O-V-R-N-V-J	3	O-O	J
O-O-V-O-V-O-O-V	3	O-O	V
O-O-V-O-V-O-N-V-J	3	O-O	J
O-O-V-O-R-V-O-V-N-O-N-V-O-O	4	O-O	O-O
O-O-V-O-R-V-O-V-N-O-N-V-J	4	O-O	J
O-O-V-O-O-V-O-N-V-L	3	O-O	L
O-O-V-O-O-V-O	2	O-O	O
O-O-V-O-O-V-O-O-V	3	O-O	V
O-O-V-O-V-O-V-O-V-J	4	O-O	J
O-O-V-R-O-V-O-V-O	3	O-O	O
O-O-V-R-O-V-O-V-O-O-V	4	O-O	V
O-O-V-R-O-V-O-V-O-V-O	4	O-O	O
O-O-V-R-O-V-O-V-O-V-O-O-V	5	O-O	V
O-O-V-R-V-O-V-J	3	O-O	J
O-O-V-R-V-O-V-V	4	O-O	V
O-O-V-R-N-V-R-V-O-V-N-V-J-V	6	O-O	V
O-O-V-R-N-V-R-V-O-V-O	4	O-O	O
O-O-V-R-N-V	2	O-O	V
O-O-V-R-N-V-O-V-O	3	O-O	O
O-O-V-R-N-V-O-O-V	3	O-O	V
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-O-V	3	O-O	V
O-O-V-R-V-O-V-O-V-O	4	O-O	O
O-O-V-R-V-O-V-O-V-J	4	O-O	J
O-O-V-R-V-O-V-O	3	O-O	O
O-O-V-R-V-O-V-O-O-V	4	O-O	V
O-O-V-R-V-O-V-O-V	4	O-O	V
O-O-V-R-V-O-O-V	3	O-O	V
O-O-V-R-V-O-O-V-J	3	O-O	J
O-O-V-R-V-O-O-V-O-O	3	O-O	O-O
O-O-V-R-V-O-V-O	3	O-O	O
O-O-V-R-V-N-V	3	O-O	V
O-O-V-R-V-N-V-O-O-V	4	O-O	V
O-O-V-R-V-N-O-V	3	O-O	V
O-O-V-R-V-N-N-V-J	3	O-O	J
O-O-V-R-V-N-N-V-O	3	O-O	O
O-O-V-R-V-N-N-V-O-V	4	O-O	V
O-O-V-R-V-N-V-O-O-V	4	O-O	V
O-O-V-R-O-V-N-O	2	O-O	N-O
O-O-V-R-V-O-L-V-O-O-V	4	O-O	V
O-O-V-R-V-O-L-V-O-V-J	4	O-O	J
O-O-V-R-V-O-V-J	3	O-O	J
O-O-V-R-O-V-O-V-O	3	O-O	O
O-O-V-O-O-V-O-V-O-V-J	4	O-O	J
O-O-V-O-V-L-N-V-J	3	O-O	J
O-O-V-O-O-V-O-V-O-O-V	4	O-O	V
O-O-V-O-V-N-O-V	3	O-O	V
O-O-V-O-V-N-N-V-J	3	O-O	J
O-O-V-O-V-O-V-O-N-V-J	4	O-O	J
O-O-V-V-N-O-V-N-O-O	3	O-O	N-O-O
O-O-V-V-O-O-V-J	3	O-O	J
O-O-V-O-V-N-O-V-O-V-J	4	O-O	J
O-O-V-O-V-O-O-V-O-V-O-O-V-J	5	O-O	J
O-O-V-O-O-V-O	2	O-O	O
O-O-V-O-V-O	2	O-O	O
O-O-V-O-V-O-O-V	3	O-O	V
O-O-V-O-O-V	2	O-O	V
O-O-V-O-N-V-J	2	O-O	J
O-O-V-O-N-V-O	2	O-O	O
O-O-V-J-V	2	O-O	V
O-O-V-J-V-O	2	O-O	O
O-O-V-J-V-O-V-O-V-J	4	O-O	J
O-O-V-J-V-L-V-O	3	O-O	O
O-O-V-J-V-L-V-J	3	O-O	J
O-O-V-J-V-N-V-J-V	4	O-O	V
O-O-V-J-V-N-O-V	3	O-O	V
O-O-V-J-V-N-V-O-N-V-J	4	O-O	J
O-O-V-J-V-O	2	O-O	O
O-O-V-J-V-O-V-J	3	O-O	J
O-O-V-J-V-O-V-O	3	O-O	O
O-O-V-J-V-O-V-J	3	O-O	J
O-O-R-V-O-V-O-N	2	O-O-R	O-N
O-O-R-V-O-V-O	2	O-O-R	O
O-O-R-V-O-L-V-O-V-O	3	O-O-R	O
O-O-R-V-O-L-V-O	2	O-O-R	O
O-O-R-V-O-V-O-V-O	3	O-O-R	O
O-O-R-V-O-V-O-V-O-O-V	4	O-O-R	V
O-O-R-V-O-V	2	O-O-R	V
O-O-R-V-O-V-L-V-O	3	O-O-R	O
O-O-R-V-O-V-L-V-O-V	4	O-O-R	V
O-O-R-V-O-V-L-N-V-J	3	O-O-R	J
O-O-R-V-O-V-L-O-V-O-O-V-J	4	O-O-R	J
O-O-R-V-O-V-L-O-V-O-O-O-V	4	O-O-R	V
O-O-R-V-O-V-N-V-J-V	4	O-O-R	V
O-O-R-V-O-V-O-V-L-N-V-O-O	4	O-O-R	O-O
O-O-R-V-O-V-O-V-L-N-V-J	4	O-O-R	J
O-O-R-V-O-V-O	2	O-O-R	O
O-O-R-V-O-V-O-V-R-V-J	4	O-O-R	J
O-O-R-V-O-V-O-V-R-V-V-O	5	O-O-R	O
O-O-R-V-O-N-V-O	2	O-O-R	O
O-O-R-V-O-N-V-J	2	O-O-R	J
O-O-R-V-O	1	O-O-R	O
O-O-R-V-O-V	2	O-O-R	V
O-O-R-V-O-O-V-O-V-J	3	O-O-R	J
O-O-R-V-O-N-V-O	2	O-O-R	O
O-O-R-V-O	1	O-O-R	O
O-O-R-V-O-V-O-V-J	3	O-O-R	J
O-O-R-V-V-O-V-O	3	O-O-R	O
O-O-R-V-V-O-V-O	3	O-O-R	O
O-O-R-V-N-V	2	O-O-R	V
O-O-R-V-N-O-V-L-V-O-V-J-V	5	O-O-R	V
O-O-R-V-N-V-O-V	3	O-O-R	V
O-O-R-V-N-V-O-O-V	3	O-O-R	V
O-O-R-V-N-V-O-N-V-J	3	O-O-R	J
O-O-R-V-N-N-V-O	2	O-O-R	O
O-O-R-V-N-N-V-O-V	3	O-O-R	V
O-O-R-V-N-N-V-O-V-O	3	O-O-R	O
O-O-R-V-N-N-V-O-V-O-O-V-J	4	O-O-R	J
O-O-R-V-N-N-V-O-V-O-O-O-V	4	O-O-R	V
O-O-R-V-N-N-V-O-V-J	3	O-O-R	J
O-O-R-V-N-N-V	2	O-O-R	V
O-O-R-V-N-N-V	2	O-O-R	V
O-O-R-V-N-N-V-O-V-O-V-J	4	O-O-R	J
O-O-R-V-N-N-V-L-V-O-V-O	4	O-O-R	O
O-O-R-V-N-N-V-L-V-O-V-O-V-J	5	O-O-R	J
O-O-R-V-N-N-V-O-R-V-V-N-V-O	5	O-O-R	O
O-O-R-V-N-N-V-O-R-V-V-N-N-V-J	5	O-O-R	J
O-O-R-V-N-N-V-O-O	2	O-O-R	O-O
O-O-R-V-N-N-V-O-O-V-O-O	3	O-O-R	O-O
O-O-R-V-N-N-V-J	2	O-O-R	J
O-O-R-V-N-V-O-V-O-V-N-V-J-V	6	O-O-R	V
O-O-R-V-N-V-O-V-O-O-V-O-O-V-J	5	O-O-R	J
O-O-R-V-N-O-O-O-V-J-V	3	O-O-R	V
O-O-R-V-N-O-O-O-V-O-V-N-V-J-V	5	O-O-R	V
O-O-R-V-N-O-O-O-V-O-V-O	3	O-O-R	O
O-O-R-V-O-O-V-R-O	2	O-O-R	R-O
O-O-R-V-O-O-V-O-O-V	3	O-O-R	V
O-O-R-V-O-O-N-V-J	2	O-O-R	J
O-O-R-V-O-O-N-V-O-O	2	O-O-R	O-O
O-O-R-V-O-O-N-V-J	2	O-O-R	J
O-O-R-V-O-O-V-O-V-R-O-V-O	4	O-O-R	O
O-O-R-V-O-O-V-O-V-R-O-V-O-V	5	O-O-R	V
O-O-R-V-O-O-V-O-O-V-O	3	O-O-R	O
O-O-R-V-O-O	1	O-O-R	O-O
O-O-R-V-O-O	1	O-O-R	O-O
O-O-R-V-O-V-O-V-N-V	4	O-O-R	V
O-O-R-V-O-V-O	2	O-O-R	O
O-O-R-V-O-V-O-V-O-V-O-O-V-J	5	O-O-R	J
O-O-R-V-O-V-O-V-J-V	4	O-O-R	V
O-O-R-V-O-V-O-R-V-O-V-O-V-O-O-V-J	6	O-O-R	J
O-O-R-V-O-V-O-R-V-O-V-J-V	5	O-O-R	V
O-O-R-V-O-V-O-V-O-V-O-V-J-V	6	O-O-R	V
O-O-R-V-O-V-O-V-O-V-R-V-O-V-O	6	O-O-R	O
O-O-R-V-O-V-N-V-O-O	3	O-O-R	O-O
O-O-R-V-O-V-O-L-V-N	3	O-O-R	N
O-O-R-V-O-V-O-O-V-O	3	O-O-R	O
O-O-R-V-O-V-O-O-V-R-V	4	O-O-R	V
O-O-R-V-O-V-O-O-V-R-N-V-J	4	O-O-R	J
O-O-R-V-O-O-V-R-O	2	O-O-R	R-O
O-O-R-V-V-O	2	O-O-R	O
O-O-R-V-V-O-V-N-V-O	4	O-O-R	O
O-O-R-V-V-O-V-O-V-J	4	O-O-R	J
O-O-R-V-V-O-V-O-N-V-O	4	O-O-R	O
O-O-R-V-O	1	O-O-R	O
O-O-R-V-O	1	O-O-R	O
O-O-R-V-O-O-V-L-V-O-V-O	4	O-O-R	O
O-O-R-V-O-O-V-O-O-V	3	O-O-R	V
O-O-R-V-O-V-O-V-L-O-V-O	4	O-O-R	O
O-O-R-V-O-V-O-V-N-V-J-V	5	O-O-R	V
O-O-R-V-O-V-O-V-O-V-L	4	O-O-R	L
O-O-R-V-O-V-O-V-O	3	O-O-R	O
O-O-R-V-O-V-O-V-O-O-V	4	O-O-R	V
O-O-R-V-O-V-O-V-O-N-V-J	4	O-O-R	J
O-O-R-V-O-V-O-V-O	3	O-O-R	O
O-O-R-V-O-V-O-V-O-V-J	4	O-O-R	J
