lexeme_russian	number_syllables	onset	coda
R-V-O-N-V-O-O-R	2	R	O-O-R
R-V-O-N-V-O-O-R-O-V	3	R	V
R-V-O-N-V-J	2	R	J
R-V-O-N-V-J	2	R	J
R-V-O-V-W-V-J	3	R	J
R-V-O-V-O-V-J	3	R	J
R-V-O-V-O-V-J-O-V	4	R	V
R-V-O-V-O-V-J-N-V-O-V-O	5	R	O
R-V-O-V-O-V-J-O-O-W-V	4	R	V
R-V-O-V-O-V-J-O-O-W-V-W-V-O	5	R	O
R-V-O-V-O	2	R	O
R-V-O-V-N	2	R	N
R-V-O-V-N-O-V	3	R	V
R-V-O-V-R	2	R	R
R-V-O-V-R-N-V-J	3	R	J
R-V-V-O	2	R	O
R-V-V-L-O	2	R	L-O
R-V-V-N-V-N-O	3	R	N-O
R-V-V-N-V-N-O-V-W-V-J	5	R	J
R-V-V-O-V-R	3	R	R
R-V-O-L-V	2	R	V
R-V-O-V	2	R	V
R-V-O-V-O-V	3	R	V
R-V-J-V-L-V-O-N	3	R	O-N
R-V-J-V-L-V-O-O	3	R	O-O
R-V-J-V-L-V-O-O-O-V	4	R	V
R-V-J-V-L-V-O-O-O-O-V-J	4	R	J
R-V-J-V-L-O-V	3	R	V
R-V-J-V-L-O-V	3	R	V
R-V-J-V-L	2	R	L
R-V-J-V-L-N-V-J	3	R	J
R-O-V-O-V	2	R-O	V
R-O-V-O-V-O	2	R-O	O
R-O-V-O-N-V-J	2	R-O	J
R-O-V-O	1	R-O	O
R-V-O-V-O-V	3	R	V
R-V-O-V-N-V-O	3	R	O
R-V-O-V-N-V-O	3	R	O
R-V-O-V-O	2	R	O
R-V-O-V-O-V	3	R	V
R-V-O-V-O-V-O-O-V	4	R	V
R-V-O-V-O-V-O-N-V-J	4	R	J
R-V-O-V-O-O-V	3	R	V
R-V-O-V-O-V-N-O-V	4	R	V
R-V-O-V-O	2	R	O
R-V-O-V-O-N-V-J	3	R	J
R-V-O-V-L-L-V-O	3	R	O
R-V-O-V-L	2	R	L
R-V-O-V-R-V-V-O	4	R	O
R-V-O-V-R-V-V-O-N-V-J	5	R	J
R-V-O-V-R-V-V-O-V-W-V-J	6	R	J
R-V-O-V-O	2	R	O
R-V-O-V	2	R	V
R-V-O-V-O-V-V-W-V-J	5	R	J
R-V-O-V-O-V-J	3	R	J
R-V-O-V-L-V	3	R	V
R-V-O-V-L-N-V-O	3	R	O
R-V-O-V-N	2	R	N
R-V-O-V-N-N-V-J	3	R	J
R-V-O-V-N-V-W-V-J	4	R	J
R-V-O-V-O	2	R	O
R-V-O-V-O-O-V	3	R	V
R-V-O-V-O-V	3	R	V
R-V-O-O-V	2	R	V
R-V-O-L-V-W-V-O	3	R	O
R-V-O-L-V-W-O-V	3	R	V
R-V-O-L-V-W-V-J	3	R	J
R-V-O-L-V-N-V-J	3	R	J
R-V-O-L-V-O	2	R	O
R-V-O-L-V-O-O-V	3	R	V
R-V-O-L	1	R	O-L
R-V-O-N-V-O	2	R	O
R-V-O-R-V-O-V	3	R	V
R-V-O-R-V-O-V-O-V-V	5	R	V
R-V-O-O-V-W-V-N-V-V	5	R	V
R-V-O-O-V-W-V-O-V-J	4	R	J
R-V-O-O-V-W-V-O-O-V	4	R	V
R-V-O-O-V-W-O-O	2	R	W-O-O
R-V-O-O-V-O-V-O-O	3	R	O-O
R-V-O-O-V-O-V-J	3	R	J
R-V-O-O-V-O	2	R	O
R-V-O-O-V-O	2	R	O
R-V-O-V	2	R	V
R-V-O-V-N	2	R	N
R-V-O-V-O-V-L	3	R	L
R-V-O-V-O-V-L-N-V-O-V	5	R	V
R-V-O-V-O-V-L-N-V-J	4	R	J
R-V-O-V-O-V-L-O-O-V	4	R	V
R-V-O-V-O-V-L-O-O-V-J	4	R	J
R-V-O-V-O-V-L-O-O-W-V	4	R	V
R-V-O-V-O	2	R	O
R-V-O-V-O-O-V	3	R	V
R-V-O-N-V	2	R	V
R-V-O-N-V-O	2	R	O
R-V-O-N-V-O-O-V	3	R	V
R-V-O-N-V	2	R	V
R-V-O-V-O-V	3	R	V
R-V-O-V-O-N-V	3	R	V
R-V-O-V	2	R	V
R-V-O-V-N-V-N-O	3	R	N-O
R-V-O-V-N-V-N-O-V-R-N-V-J	5	R	J
R-V-O-V-N-V-N-O-V-O-V-V	6	R	V
R-V-O-N-V-O	2	R	O
R-V-O-N-V-O-V-W-V-J	4	R	J
R-V-O-N-V-O-N-V-J	3	R	J
R-V-O-N-V-J	2	R	J
R-V-O-N-V	2	R	V
R-V-O-N-V-N-O-O-V-J	3	R	J
R-V-O-V-W-V-O	3	R	O
R-V-O-V-W-V-J	3	R	J
R-V-O-V-O-N-V-O-V-O	4	R	O
R-V-O-V-V-O-O-V-O-V-L	5	R	L
R-V-O-V-J	2	R	J
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O-V-O-N-V-J	4	R	J
R-V-O-V-L-O	2	R	L-O
R-V-O-V-N-V-O-N-V-J	4	R	J
R-V-O-V-O-V-O-J-V-N-N-V-J	5	R	J
R-V-O-V-O-R-V-N-V-W-V-O-N-V-J	6	R	J
R-V-O-V-O-O-V-O-O	3	R	O-O
R-V-O-V-V-O-R-V-W-L-V-N-V-V	7	R	V
R-V-O-V-J	2	R	J
R-V-O-V-O	2	R	O
R-V-O-V-J-N-V-O	3	R	O
R-V-O-V-J-N-V-J	3	R	J
R-V-O-V	2	R	V
R-V-O-V-O-V	3	R	V
R-V-O-V-O-O-V	3	R	V
R-V-O-V	2	R	V
R-V-O-V-L	2	R	L
R-V-O-O-O-V-J	2	R	J
R-V-V-N-V	3	R	V
R-V-V-N-V	3	R	V
R-V-V-N-N-V-J	3	R	J
R-V-V-N-V	3	R	V
R-V-O-V	2	R	V
R-V-O-V-W	2	R	W
R-V-O-V-W-V-O-V	4	R	V
R-V-O-V-W-V-O-V	4	R	V
R-V-O-V-W-V-O-O-V	4	R	V
R-V-O-V-W-V-O-N-V-O	4	R	O
R-V-O-V-W-V-O-N-V-J	4	R	J
R-V-O-V-W-N-V-J	3	R	J
R-V-O-V-W-V-O-V-R-O-V-O-V-L	6	R	L
R-V-O-V-W-O-V-O	3	R	O
R-V-O-V-O-O-V-J	3	R	J
R-V-O-V-O-V-O-V	4	R	V
R-V-O-V-O-L-V-O-V-V	5	R	V
R-V-O-V-O-L-V-O-N-V-O	4	R	O
R-V-O-V-O-L-V-O-N-V-O-V-O	5	R	O
R-V-O-V-W-V-O-V-O-V-L	5	R	L
R-V-O-V-W-V-O-V-O-V-L-N-V-O-V	7	R	V
R-V-O-V-W-V-O-V-O-V-L-O-O-V-J	6	R	J
R-V-O-V-W-V-O-V-O-V-L-O-O-W-V	6	R	V
R-V-O-V-W-V-O-V-O-V-L-O-O-W-V-W-V-O	7	R	O
R-V-O-V-W-V-O-V-O	4	R	O
R-V-O-V-W-V-O-V-O-O-V	5	R	V
R-V-O-V-W-V-O-O-O-W-V	4	R	V
R-V-O-V-W-V-O-O-O-W-V-W-V-O	5	R	O
R-V-O-V-W-V-O-O-O-W-V-W-V-O-O-V	6	R	V
R-V-O-V-W-V-O-V-O-V-J	5	R	J
R-V-O-V-O-V-L-V-V	5	R	V
R-V-O-V-O-V-L-N-V-O-V	5	R	V
R-V-O-V-O-V-L-N-V-O-V-O	5	R	O
R-V-O-V-O-V-L-N-V-J	4	R	J
R-V-O-V-O-R-V-L-V-J-V	5	R	V
R-V-O-V-N-V-O-L-V	4	R	V
R-V-O-V-N-V-J-N-V-O	4	R	O
R-V-O-V-N-V-O-O-V	4	R	V
R-V-O-V-O-V-O-N-V-J-V	5	R	V
R-V-O-V-O-V-O-N-V-J	4	R	J
R-V-O-V-O-V-O-V-N-V-V	6	R	V
R-V-O-V-O-V-O-N-V-J	4	R	J
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O-L-V-O-O-V-N-V-V	6	R	V
R-V-O-V-O-L-V-O-O-V-N-V-V	6	R	V
R-V-O-V-O-L-V-O-O-V-O	4	R	O
R-V-O-V-O-V-O-V-O-V-V	6	R	V
R-V-O-V-O-V-L-V-O-V-O	5	R	O
R-V-O-V-O-V-L-V-O-V-N-V-V	7	R	V
R-V-O-V-O-V-L-V-O-V-O	5	R	O
R-V-O-V-O-R-V-O-L-V-O-O-O-W-V	5	R	V
R-V-O-V-O-R-V-O-L-V-O-O-O-W-V-W-V-O	6	R	O
R-V-O-V-O-R-V-O-L-V-O-O-V-O	5	R	O
R-V-O-V-O-V-J	3	R	J
R-V-O-V-O-W-V-R-N-V-J	4	R	J
R-V-O-V-J-V-O-O-V	4	R	V
R-V-O-V-J-V-O	3	R	O
R-V-L-V-O-V	3	R	V
R-V-L-V-W-V-J	3	R	J
R-V-L-V-W-V-J	3	R	J
R-V-L-V-O-N-V-J	3	R	J
R-V-L-V-N-V	3	R	V
R-V-L-V-N-V-V	4	R	V
R-V-L-V-O	2	R	O
R-V-L-V-O-V-O	3	R	O
R-V-L-V-O-O-V	3	R	V
R-V-L-V-O-V-O-N-V-J	4	R	J
R-V-L-V-O	2	R	O
R-V-L-V	2	R	V
R-V-L-V-N	2	R	N
R-V-L-V-N-N-V-J	3	R	J
R-V-L-V-N-O-V-O	3	R	O
R-V-L	1	R	L
R-V-N-O	1	R	N-O
R-V-N-O-V	2	R	V
R-V-N-O-V-W-V-J	3	R	J
R-V-N-O-V-L	2	R	L
R-V-N-V-N	2	R	N
R-V-N-V-N-V-N	3	R	N
R-V-N-V-N-V-V	4	R	V
R-V-N-V-N-O-V	3	R	V
R-V-N-V-N-O-O-V-J	3	R	J
R-V-N-V-N-V	3	R	V
R-V-N-V-N-V-N-O-V-J	4	R	J
R-V-N-V-N-V-O	3	R	O
R-V-N-V-N-V-O	3	R	O
R-V-N-V-N-V-O	3	R	O
R-V-N-V-N-V-O-O-V	4	R	V
R-V-N-V-N-O-V	3	R	V
R-V-N-V-N-V-L-V-O-V-J	5	R	J
R-V-N-V-N-V-O-O	3	R	O-O
R-V-N-V-N-V-J	3	R	J
R-V-N-V	2	R	V
R-V-N-O-V-O	2	R	O
R-V-N-O-V-O-N-V-J	3	R	J
R-V-N-V-O	2	R	O
R-V-N-V-O	2	R	O
R-V-N-V-O-O-V-J	3	R	J
R-V-N-V-O-V-O-O-V-J	4	R	J
R-V-N-N-V-J	2	R	J
R-V-N-V	2	R	V
R-V-N-V	2	R	V
R-V-O-V-V	3	R	V
R-V-O-V-R	2	R	R
R-V-O-V-R	2	R	R
R-V-O-V-R-N-V-J	3	R	J
R-V-O-V-O	2	R	O
R-V-O-V-L-V-V	4	R	V
R-V-O-V-L-O-V	3	R	V
R-V-O-V-L-V-O-V-J	4	R	J
R-V-O-V-L-V-O-O-V	4	R	V
R-V-O-V-L-N-V-J	3	R	J
R-V-O-V-O-V-J	3	R	J
R-V-O-V-O-O-V	3	R	V
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O	2	R	O
R-V-O-V-O-N	2	R	O-N
R-V-O-V-N	2	R	N
R-V-O-V-N-O-V	3	R	V
R-V-O-V-N-O-O-V-J	3	R	J
R-V-O-V-O-O	2	R	O-O
R-V-O-V-O-O-V-O-V	4	R	V
R-V-O-V-O-O-O-O-V-J	3	R	J
R-V-O-V-O-V-O-V-O-V-R	5	R	R
R-V-O-V-O-V-O-V-O-V-R-O-O-V-J	6	R	J
R-V-O-V-O-V-O-V-O-V-R-O-O-W-V	6	R	V
R-V-O-V-O-V-O-V-O-V-V	6	R	V
R-V-O-V-O-V-O-V-R-V-W-V-N-V-V	8	R	V
R-V-O-V-O-V-O-V-R-V-W-V-O	6	R	O
R-V-O-V-O-V-O-V-R-V-W-V-O-O-V	7	R	V
R-V-O-L-V-N	2	R	N
R-V-O-L-V-N	2	R	N
R-V-O-L-V-N	2	R	N
R-V-O-L-V	2	R	V
R-V-O-L-V	2	R	V
R-V-O-L-V-W-V-J	3	R	J
R-V-O-L-V-W-V-J	3	R	J
R-V-O-L-V-V-O-V-O-O-V-O-V-L-N-V-J	7	R	J
R-V-O-V-O-V-R-V-O-V-J	5	R	J
R-V-O-V-W-V-L-V-O-V-J	5	R	J
R-V-O-V-O-V-L-V-W-V-J	5	R	J
R-V-O-V-O-V-O-V-J	4	R	J
R-V-O-V-O-V-O-R-V-J	4	R	J
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O-V-L	3	R	L
R-V-O-V-O-V-L-O-O-V-J	4	R	J
R-V-O-V-O-V-L-O-O-W-V	4	R	V
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O-V-O-V-V	5	R	V
R-V-O-V-O-V-O-O-O-V-J	4	R	J
R-V-O-V-O-V-O-O-O-W-V	4	R	V
R-V-O-O	1	R	O-O
R-V-O-O-V	2	R	V
R-V-O-O-O-V-J-V	3	R	V
R-V-O-O-O-V-J-V	3	R	V
R-V-O-O-O-V-J	2	R	J
R-V-O-O-O-V-J	2	R	J
R-V-O-O-O-V-O-V-W-V-R-V-O-V-V	7	R	V
R-V-O-O-O-V-O-V-W-V-R-V-O-V-J	6	R	J
R-V-O-O-O-V-J-V-O-V-O-N-V-J	5	R	J
R-V-O-O-V-V-O-N	3	R	O-N
R-V-O-O-V-V-O-O	3	R	O-O
R-V-O-O	1	R	O-O
R-V-O-O-V-O-V	3	R	V
R-V-O-O-V-W-V-O	3	R	O
R-V-O-O-V-W-O-V	3	R	V
R-V-O-V-O-V-N	3	R	N
R-V-O-V-J	2	R	J
R-V-O	1	R	O
R-V-O	1	R	O
R-V-O-V	2	R	V
R-V-O-V	2	R	V
R-V-O-V	2	R	V
R-V-O-V-N-V-V-W-V-J	5	R	J
R-V-O-V-N-V-J	3	R	J
R-V-O-V-L	2	R	L
R-V-O-V-N-V	3	R	V
R-V-O-V-N-V-R	3	R	R
R-V-O-V-N-V-R-O-V	4	R	V
R-V-O-V-N-V-R-O-O-V-J	4	R	J
R-V-O-V-N-V-R-O-O-W-V	4	R	V
R-V-O-V-N-N-V-O-O	3	R	O-O
R-V-O-V-N-N-V-J	3	R	J
R-V-O-V-W-V-J	3	R	J
R-V-O	1	R	O
R-V-O-L-V-O-N-V-J	3	R	J
R-V-O-L-V-O	2	R	O
R-V-O-L-V-O	2	R	O
R-V-O-L-V-O-V-W-V-J	4	R	J
R-V-O-N-V-O	2	R	O
R-V-O-V-O-V-L-O-O-W-V	4	R	V
R-V-O-V-O-O-V	3	R	V
R-V-O-V-V-O	3	R	O
R-V-O-V-J	2	R	J
R-V-O-V-J-N-V-O	3	R	O
R-V-O-V-J-N-V-J	3	R	J
R-V-O-V-N-O-V	3	R	V
R-V-O-V-O-V	3	R	V
R-V-O-O-V	2	R	V
R-V-O-N-V-O	2	R	O
R-V-O-N-V-O	2	R	O
R-V-O-N-V-O	2	R	O
R-V-O-N-V-O-V	3	R	V
R-V-O-N-V-J	2	R	J
R-V-O-V-N-O-V	3	R	V
R-V-O-V-W-V-J	3	R	J
R-V-O-V-O-O-V-J	3	R	J
R-V-O-V-N-V-V	4	R	V
R-V-O-V-L-N-V-J	3	R	J
R-V-O-V-O	2	R	O
R-V-O-V-O-O-V	3	R	V
R-V-O-N-V-O	2	R	O
R-O-V	1	R-O	V
R-V-O-V	2	R	V
R-V-O-V-O	2	R	O
R-V-O-V-L-V-O	3	R	O
R-V-O-V-L-O-V	3	R	V
R-V-O-V-R	2	R	R
R-V-O-V-O-O-V-J	3	R	J
R-V-O-V-O-V-J	3	R	J
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O-O-V	3	R	V
R-V-O-V-O	2	R	O
R-V-O-V-O-O-V	3	R	V
R-V-O-V-J	2	R	J
R-V-O-V-N-V	3	R	V
R-V-O-V-N-V	3	R	V
R-V-O-V-N-O-V	3	R	V
R-V-O-V-N-O-O	2	R	N-O-O
R-V-O-V-O-V	3	R	V
R-V-O-V-O-V	3	R	V
R-V-O-O-V	2	R	V
R-V-O-N-V-O	2	R	O
R-V-O-N-V-O	2	R	O
R-V-O-N-V-O-V	3	R	V
R-V-O-N-V-J	2	R	J
R-V-O-V-W-V-O-V-N-V-V	6	R	V
R-V-O-V-W-V-O-O-V-O-O-V-J	5	R	J
R-V-O-V-W-V-O	3	R	O
R-V-O-V-W-V-O-N-V-J	4	R	J
R-V-O-V-W-V-O-O-O-W-V	4	R	V
R-V-O-V-W-V-O-O-V-O-O-V-J	5	R	J
R-V-O-V-O-V-W-V-O	4	R	O
R-V-O-V-O-N-V-V	4	R	V
R-V-O-V-O-V-N-O-V-N-V-O	5	R	O
R-V-O-V-O-V-N-O-V-R-W-N-V-J	5	R	J
R-V-O-V-O-V-O-O-V-L-N-V-J	5	R	J
R-V-O-V-O-V-O-O-V-L-N-V	5	R	V
R-V-O-V-L-V-W	3	R	W
R-V-O-V-L-V-W-V-O-O-V-J	5	R	J
R-V-O-V-L-V-W-N-V-J	4	R	J
R-V-O-V-L-V-W-O-O-W-V	4	R	V
R-V-O-V-N-V-J-V-O-N-V-J	5	R	J
R-V-O-V-N-V-O-V-O	4	R	O
R-V-O-V-V-O-R-V-O-V-O-V-W-V-J-V-O-V-J	9	R	J
R-V-O-V-V-O-R-V-O-N-V-J	5	R	J
R-V-O-V-V-O-R-V-N-V	5	R	V
R-V-O-V-O-V-O-V-N-N-V-O	5	R	O
R-V-O-V-O-V-O-J-V-N	4	R	N
R-V-O-V-O-V-O-J-V-N-N-V-O	5	R	O
R-V-O-V-O-V-O-J-V-N-N-V-J	5	R	J
R-V-O-V-O-R-V-V-N-N-V-J	5	R	J
R-V-O-V-O-R-V-O-V-O-O	4	R	O-O
R-V-O-V-O-R-V-O-V-O-O-V	5	R	V
R-V-O-V-O-R-V-N-V-O-L-V-W-V-J	6	R	J
R-V-O-V-O-R-V-N-V-O-L-V-N-N-V-O	6	R	O
R-V-O-V-O-R-V-N-V-O-L-V-N-N-V-O-O	6	R	O-O
R-V-O-V-O-R-V-N-V-O-L-V-N-N-V-J	6	R	J
R-V-O-V-O-R-V-O-V-O-O-N-V-J	5	R	J
R-V-O-V-R-V-O-W-V-O-V-N-V-V	7	R	V
R-V-O-V-R-V-O-W-V-O-N-V	5	R	V
R-V-O-V-R-V-O-O-V-L-V-O-N-V-J	6	R	J
R-V-O-V-O-V-W-V-R-V	5	R	V
R-V-O-V-O-V-R-O-V-W-V-O	5	R	O
R-V-O-V-O-V-R-O-V-W-L-V	5	R	V
R-V-O-V-O-V-R-O-V-W-V-J	5	R	J
R-V-O-V-O-V-O	3	R	O
R-V-O-V-O-V-O-N-V-J	4	R	J
R-V-O-V-J-V-O-N-V-J	4	R	J
R-V-O-V-J-V-O-V-R	4	R	R
R-V-O-O-V-O	2	R	O
R-V-O-O-V-N-O-V	3	R	V
R-V-W-V-O	2	R	O
R-V-O-V-N-V	3	R	V
R-V-O-V-O	2	R	O
R-V-O-N-V-O	2	R	O
R-V-O-V-O-V	3	R	V
R-V-O-V-L-V-O	3	R	O
R-V-O-V-L-O-V-O-V	4	R	V
R-V-O-V-N-V-V	4	R	V
R-V-O-V-O	2	R	O
R-V-O-W-V-N	2	R	N
R-V-O-V-O-V-R-V-O-V-J	5	R	J
R-V-O-V-W-V-O-V-J	4	R	J
R-V-O-V-W-V-L-V-O-V-J	5	R	J
R-V-O-V-J	2	R	J
R-V-O-V-O-V-O-R-V-J	4	R	J
R-V-O-V-N-O-V-J	3	R	J
R-V-O-V-O	2	R	O
R-V-O-V-V-O-V-J	4	R	J
R-V-O-V-O-V-R-O-O-V-J	4	R	J
R-V-O-V-J	2	R	J
R-V-O-V-J	2	R	J
R-V-O-V-O	2	R	O
R-V-O-V-O	2	R	O
R-V-O-V-O-V-W-V-J	4	R	J
R-V-O-V-O-V	3	R	V
R-V-O	1	R	O
R-V-O-V-N-V-V	4	R	V
R-V-O-V-O	2	R	O
R-V-O-N-V-O	2	R	O
R-V-L-V	2	R	V
R-V-L-V-W-V-R-V-O	4	R	O
R-V-L-O-V	2	R	V
R-V-N	1	R	N
R-V-N-O-V	2	R	V
R-V-N-O-V	2	R	V
R-V-N-V-O	2	R	O
R-V-N-V-O-N-V-J	3	R	J
R-V-O-V-O-O-V	3	R	V
R-V-O-V-O	2	R	O
R-V-O-V-O-V-O	3	R	O
R-V-O-V-N-V-O	3	R	O
R-V-O-V-J	2	R	J
R-V-O-V-O-O-V-O-O	3	R	O-O
R-V-O-V-O-O-V-J	3	R	J
R-V-O-V-O-V	3	R	V
R-V-O-O	1	R	O-O
R-V-O-O-V-N-V-V	4	R	V
R-V-O-O-V-O	2	R	O
R-V-O-O-V-O	2	R	O
R-V-O-O-L-V-W-V-O-O	3	R	O-O
R-V-O-O-L-V-W-V-J	3	R	J
R-V-O-O-V-W-V-J	3	R	J
R-V-O-O-V-N	2	R	N
R-V-O-O-V-N	2	R	N
R-V-O-O-V	2	R	V
R-V-O-O-V-J	2	R	J
R-V-O	1	R	O
R-V-O	1	R	O
R-V-O-V	2	R	V
R-V-O-W-V-N-V	3	R	V
R-V-O-W-V-N-O-V	3	R	V
R-V-O-V-J	2	R	J
R-V-O	1	R	O
R-V-O-V	2	R	V
R-V-O-O-V	2	R	V
R-V-O-L-V-N-V-V	4	R	V
R-V-O-L-V-O	2	R	O
R-V-O-L-V-O-V-L	3	R	L
R-V-O-L-V-O	2	R	O
R-V-O-L-V-W-V-O-V-J	4	R	J
R-V-O-L-V-O-O	2	R	O-O
R-V-O-L-V-O-V	3	R	V
R-V-O-L-V-J	2	R	J
R-V-O-L-V-O	2	R	O
R-V-O-L-V-O	2	R	O
R-V-O-V-R-O-O-V	3	R	V
R-V-O-V-R-O-O-V-J	3	R	J
R-V-O-V-R-O-O-W-V	3	R	V
R-V-O-V-R-O-O-W-V-W-V-O	4	R	O
R-V-O-V-R	2	R	R
R-V-O-V-O	2	R	O
R-V-O-V-O-N-V-J	3	R	J
R-V-O-V-O-V-O	3	R	O
R-V-O-V-N-V-V	4	R	V
R-V-O-V-O	2	R	O
R-J-V-N-V-O-O	2	R-J	O-O
R-J-V-N-V-J	2	R-J	J
R-V-O-V-O	2	R	O
R-V-O-V-O-V-R	3	R	R
R-V-N	1	R	N
R-V-N-O-V	2	R	V
R-V-O	1	R	O
R-V-O	1	R	O
R-V-O-O-V-O	2	R	O
R-V-O-O-V-O-N-V-J	3	R	J
R-V-O-O-V-O-V-O	3	R	O
R-V-N-V-O-O-V	3	R	V
R-V-N-V-O	2	R	O
R-V-N-O-V	2	R	V
R-V-N-V-O-O-V	3	R	V
R-V-N-V-O-N-V-J-V	4	R	V
R-V-N-V-O-N-V-J	3	R	J
R-V-R-V-O	2	R	O
R-V-O-V	2	R	V
R-V-O-V	2	R	V
R-V-O	1	R	O
R-V-O-O-V	2	R	V
R-V-O-N-V-J	2	R	J
R-V-V-J-N-V-L-N-V-O-V-N	5	R	N
R-V-V-L-N-V-L-N-V-O-V-N	5	R	N
R-V-O-V-N-O-V-J	3	R	J
R-V-O-V-O	2	R	O
R-V-O-V-O-N-V	3	R	V
R-V-O-V-N-V	3	R	V
R-V-O-V-N-O-V	3	R	V
R-V-O-V-N-N-V-O	3	R	O
R-V-O-V-N-N-V-O	3	R	O
R-V-O-V-N-N-V-J	3	R	J
R-V-O-V-N-V-W-V-J-V	5	R	V
R-V-O-V-N-V-W-O-V	4	R	V
R-V-O-V-N-V-W-V-J	4	R	J
R-V-O-V-O	2	R	O
R-V-O-V-W-V-O-V-J	4	R	J
R-V-O-V-J	2	R	J
R-V-O-V-O	2	R	O
R-V-O-V-O-V	3	R	V
R-V-O-O-V-O	2	R	O
R-V-O-O-V-O	2	R	O
R-V-O-O-V-O-V-W-V-J	4	R	J
R-V-O	1	R	O
R-V-W-O-V-O	2	R	O
R-V-W-O-N-V-O	2	R	O
R-V-O	1	R	O
R-V-O-V-O	2	R	O
R-V-O-V-O	2	R	O
R-V-O-V-O	2	R	O
R-V-O-V-O-O-V	3	R	V
R-V-O-V-O-O-V	3	R	V
R-V-O-V-O-O-V	3	R	V
R-V-O-O-V-W-V-J	3	R	J
R-V-O-O-V-N	2	R	N
R-V-O-N-V-J-V	3	R	V
R-V-O-N-V-N-V	3	R	V
R-V-O-N-V	2	R	V
R-V-O-N-V-O-O	2	R	O-O
R-V-O-N-V-J	2	R	J
R-V-O-V-W-V-O	3	R	O
R-V-O-V-W-O-V	3	R	V
R-V-O-V-W-V-J	3	R	J
R-V-O-V-W-V-J	3	R	J
R-V-O-V-O	2	R	O
R-V-O-V-N	2	R	N
R-V-O-V-O-V-O	3	R	O
R-V-O-O-O-V-J	2	R	J
R-V-O-O-V-O	2	R	O
R-V-O-V-O-O-V-N	3	R	N
R-V-O	1	R	O
R-V-O	1	R	O
R-V-O-V-N-V-J-V	4	R	V
R-V-O-V-N-O-V	3	R	V
R-V-O-V-N-V-J	3	R	J
R-V-O-V-N-V-J	3	R	J
R-V-O-V-N-V	3	R	V
R-V-O-V-N-O-O-V-J	3	R	J
R-V-O-V-N	2	R	N
R-V-O-V-O-O-V	3	R	V
R-V-O-O-V-O	2	R	O
R-V-O-V	2	R	V
R-V-O-O-V	2	R	V
R-V-O-O-V-W-V-J	3	R	J
R-V-O-V-O-V-R	3	R	R
R-V-O-V-O-V-R	3	R	R
R-V-O-V-O-V-R-N-V-J	4	R	J
R-V-O-O	1	R	O-O
R-V-O-O-V	2	R	V
O-V-V-O-V-O	3	O	O
O-V-V-N	2	O	N
O-V-V-N-V	3	O	V
O-V-V-N-O-V	3	O	V
O-V-V-N-O-O-V-J	3	O	J
O-V-V-R-O-R-V-O-O-V-N	4	O	N
O-V-O-V-O-V-L	3	O	L
O-V-O-V-O-V-L-L-V	4	O	V
O-V-O-V-O-V-L-L-V-W-V-J	5	O	J
O-V-O-V-J-V-N	3	O	N
O-V-O-V-L	2	O	L
O-V-O-V-N	2	O	N
O-V-O-V-N-O-V-J	3	O	J
O-V-O-W-V-O-V-R	3	O	R
O-V-O-V-V-O-N	3	O	O-N
O-V-O-V-V-O-O	3	O	O-O
O-V-O-V-L-O-V	3	O	V
O-V-O-V-L-N-V-O	3	O	O
O-V-O-V-L-N-V-J	3	O	J
O-V-O-V-L-O-V-O	3	O	O
O-V-O-O-V	2	O	V
O-V-O-V-N-V	3	O	V
O-V-O-V-N-V-N-V-N	4	O	N
O-V-O-V-N-V-N-O-V	4	O	V
O-V-O-L-V-W-V-O-N-V-J	4	O	J
O-V-O-L-V-O-V-O-V-J	4	O	J
O-V-O-L-V-R-V-O-V-J	4	O	J
O-V-O-L-V-O-O	2	O	O-O
O-V-O-L-V	2	O	V
O-V-O-V	2	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-N-V-O	4	O	O
O-V-O-V-O-V-O-N-V-O-V	5	O	V
O-V-O-V-O-V-O-N-V-O-V-O	5	O	O
O-V-O-V-O-V-O-N-V-O-V-O-O-V-J	6	O	J
O-V-O-V-O-V-O-N-V-O-V-O-O-W-V	6	O	V
O-V-O-V-O-V-R-V-W-V-N-V-V	7	O	V
O-V-O-V-O-V-R-V-W-V-O	5	O	O
O-V-O-V-R	2	O	R
O-V-O-V-R-V-W-V-J	4	O	J
O-V-W-V-N	2	O	N
O-V-W-V-N-N-V	3	O	V
O-V-W-W-V	2	O	V
O-V-W-V-L-V-J	3	O	J
O-V-W-V-L-O-V	3	O	V
O-V-W-V-L-V-W-O-O-V-J	4	O	J
O-V-W-O-V	2	O	V
O-V-W-V-N-L-V-N-N-V	4	O	V
O-V-W-V-J-V-R	3	O	R
O-V-W-R-V-N	2	O	N
O-V-W-R-V-O	2	O	O
O-V-W-R-V-O-O-V	3	O	V
O-V-W-R-V-O-V-J	3	O	J
O-V-O-V	2	O	V
O-V-O-V-J-O-V-O	3	O	O
O-V-O-V-N	2	O	N
O-V-O-V-R-V	3	O	V
